Gene names,organelle,source,name,RNA_tpm,protein_nM,Itzhak_annotation,Gingras_annotation_concordant,Gingras_annotation_NMF,Gingras_annotation_SAFE,Uniprot_curation,GO_cellular_compartment
COQ10B,mitochondria,MitoCarta 3.0 score >20,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial",10.23287467,48.2063138,,NA,NA,NA,Mitochondrion inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Matrix side {ECO:0000250}.,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
COQ3,mitochondria,MitoCarta 3.0 score >20,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",41.28115667,59.8106302,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03190}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03190}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03190}.,extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
COQ4,mitochondria,MitoCarta 3.0 score >20,"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial",60.49108667,9.127647974,,NA,NA,NA,[Isoform 1]: Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.,extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]
COQ5,mitochondria,MitoCarta 3.0 score >20,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",30.15639733,97.20940213,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000269|PubMed:25152161}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000269|PubMed:25152161}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03191, ECO:0000269|PubMed:25152161}.",extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial matrix [GO:0005759]; protein-containing complex [GO:0032991]
COQ6,mitochondria,MitoCarta 3.0 score >20,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",27.83676103,1510.498304,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03193}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03193}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03193}. Golgi apparatus {ECO:0000255|HAMAP-Rule:MF_03193}. Cell projection {ECO:0000255|HAMAP-Rule:MF_03193}. Note=Localizes to cell processes and Golgi apparatus in podocytes. {ECO:0000255|HAMAP-Rule:MF_03193}.,cell projection [GO:0042995]; extrinsic component of mitochondrial inner membrane [GO:0031314]; Golgi apparatus [GO:0005794]; mitochondrion [GO:0005739]
COQ7,mitochondria,MitoCarta 3.0 score >20,"5-demethoxyubiquinone hydroxylase, mitochondrial",42.29940233,74.07347405,Mitochondrion,NA,NA,NA,Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03194}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03194}; Matrix side {ECO:0000255|HAMAP-Rule:MF_03194}.,extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
COQ8A,mitochondria,MitoCarta 3.0 score >20,"Atypical kinase COQ8A, mitochondrial",84.48711033,173.3865589,NA,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:11888884, ECO:0000269|PubMed:25498144}. Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255, ECO:0000305|PubMed:25216398}.",extrinsic component of mitochondrial inner membrane [GO:0031314]; integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
COQ9,mitochondria,MitoCarta 3.0 score >20,"Ubiquinone biosynthesis protein COQ9, mitochondrial",64.20863833,212.3717482,Mitochondrion,NA,NA,NA,Mitochondrion {ECO:0000250|UniProtKB:Q8K1Z0}.,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
COX11,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase assembly protein COX11, mitochondrial",185.953839,231.9898975,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion inner membrane {ECO:0000269|PubMed:15229189, ECO:0000269|PubMed:9878253}; Single-pass membrane protein {ECO:0000269|PubMed:9878253}; Intermembrane side {ECO:0000269|PubMed:9878253}.",integral component of mitochondrial inner membrane [GO:0031305]; intrinsic component of mitochondrial inner membrane [GO:0031304]; mitochondrion [GO:0005739]; protein-containing complex [GO:0032991]
COX14,mitochondria,MitoCarta 3.0 score >20,Cytochrome c oxidase assembly protein COX14,60.45907667,NA,NA,NA,NA,NA,"Mitochondrion membrane {ECO:0000269|PubMed:22243966, ECO:0000269|PubMed:22356826}; Single-pass membrane protein {ECO:0000269|PubMed:22243966, ECO:0000269|PubMed:22356826}.",integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
COX15,mitochondria,MitoCarta 3.0 score >20,Cytochrome c oxidase assembly protein COX15 homolog,43.32106633,87.19521444,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion membrane {ECO:0000269|PubMed:9878253}; Multi-pass membrane protein {ECO:0000269|PubMed:9878253}.,cytochrome complex [GO:0070069]; integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respirasome [GO:0005746]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
COX17,mitochondria,MitoCarta 3.0 score >20,Cytochrome c oxidase copper chaperone,98.72956967,2402.869928,Mitochondrion,NA,NA,NA,Mitochondrion intermembrane space {ECO:0000269|PubMed:19393246}. Cytoplasm {ECO:0000269|PubMed:19393246}.,cytoplasm [GO:0005737]; mitochondrial intermembrane space [GO:0005758]
COX4I1,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",691.689403,2507.511259,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.,cytosol [GO:0005829]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
COX5A,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase subunit 5A, mitochondrial",565.9047267,1848.726184,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Peripheral membrane protein {ECO:0000269|PubMed:30030519}; Matrix side {ECO:0000269|PubMed:30030519}.,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex IV [GO:0005751]
COX5B,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase subunit 5B, mitochondrial",317.64057,1818.94525,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Peripheral membrane protein {ECO:0000269|PubMed:30030519}; Matrix side {ECO:0000269|PubMed:30030519}.,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
COX6A1,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase subunit 6A1, mitochondrial",717.3775867,158.4448318,,NA,NA,NA,Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
COX6B1,mitochondria,MitoCarta 3.0 score >20,Cytochrome c oxidase subunit 6B1,393.239284,813.8186588,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Peripheral membrane protein {ECO:0000269|PubMed:30030519}; Intermembrane side {ECO:0000269|PubMed:30030519}.,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]
COX6C,mitochondria,MitoCarta 3.0 score >20,Cytochrome c oxidase subunit 6C,321.5727283,NA,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
COX7A1,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase subunit 7A1, mitochondrial",0.068907,NA,NA,NA,NA,NA,Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07470}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07470}.,integral component of membrane [GO:0016021]; mitochondrial respirasome [GO:0005746]; mitochondrion [GO:0005739]
COX7A2,mitochondria,MitoCarta 3.0 score >20,#N/A,#N/A,#N/A,Mitochondrion,NA,NA,NA,Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.,integral component of membrane [GO:0016021]; mitochondrial respirasome [GO:0005746]
COX7C,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c oxidase subunit 7C, mitochondrial",999.2983737,264.0964297,Mitochondrion,NA,NA,NA,Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Single-pass membrane protein {ECO:0000269|PubMed:30030519}.,integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]
CPT2,mitochondria,MitoCarta 3.0 score >20,"Carnitine O-palmitoyltransferase 2, mitochondrial",20.54982491,250.9923454,Mitochondrion,NA,NA,NA,Mitochondrion inner membrane; Peripheral membrane protein; Matrix side.,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]
CRAT,mitochondria,MitoCarta 3.0 score >20,Carnitine O-acetyltransferase,12.18792992,48.00726196,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Endoplasmic reticulum {ECO:0000305}. Peroxisome {ECO:0000305}. Mitochondrion inner membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Matrix side {ECO:0000305}.; [Isoform 1]: Mitochondrion {ECO:0000305|PubMed:23485643}.; [Isoform 2]: Peroxisome {ECO:0000305|PubMed:23485643}.,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
CS,mitochondria,MitoCarta 3.0 score >20,"Citrate synthase, mitochondrial",225.967332,3130.920163,Mitochondrion,NA,cell junction,-,Mitochondrion matrix.,extracellular exosome [GO:0070062]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
CYC1,mitochondria,MitoCarta 3.0 score >20,"Cytochrome c1, heme protein, mitochondrial",248.4449927,460.3635501,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion inner membrane {ECO:0000250|UniProtKB:P07143}; Single-pass membrane protein {ECO:0000250|UniProtKB:P07143}.,integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
CYCS,mitochondria,MitoCarta 3.0 score >20,Cytochrome c,358.1842667,1826.828718,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion intermembrane space. Note=Loosely associated with the inner membrane.,cytosol [GO:0005829]; mitochondrial inner membrane [GO:0005743]; mitochondrial intermembrane space [GO:0005758]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; respirasome [GO:0070469]
DAP3,mitochondria,MitoCarta 3.0 score >20,"28S ribosomal protein S29, mitochondrial",164.1604524,532.3539966,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:11162496, ECO:0000269|PubMed:20563667}.",mitochondrial inner membrane [GO:0005743]; mitochondrial small ribosomal subunit [GO:0005763]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]
DBT,mitochondria,MitoCarta 3.0 score >20,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",10.07245667,179.1077488,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion matrix.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule cytoskeleton [GO:0015630]; mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
DECR1,mitochondria,MitoCarta 3.0 score >20,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",25.163372,249.5376569,Mitochondrion,NA,NA,NA,Mitochondrion {ECO:0000269|PubMed:7818482}.,catalytic complex [GO:1902494]; cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
DHTKD1,mitochondria,MitoCarta 3.0 score >20,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",23.494119,127.4007935,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion {ECO:0000269|PubMed:23141294}.,mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
DLAT,mitochondria,MitoCarta 3.0 score >20,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",79.41679068,755.7401548,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix",Mitochondrion matrix.,intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; pyruvate dehydrogenase complex [GO:0045254]
DLD,mitochondria,MitoCarta 3.0 score >20,"Dihydrolipoyl dehydrogenase, mitochondrial",160.020843,1686.237554,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion matrix {ECO:0000305|PubMed:29211711, ECO:0000305|PubMed:3693355}. Nucleus {ECO:0000269|PubMed:29211711}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q811C4}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:15888450}. Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2-oxoglutarate dehydrogenase complex is required for histone succinylation. {ECO:0000269|PubMed:29211711}.",acrosomal matrix [GO:0043159]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; motile cilium [GO:0031514]; nucleus [GO:0005634]; oxoglutarate dehydrogenase complex [GO:0045252]; pyruvate dehydrogenase complex [GO:0045254]
DLST,mitochondria,MitoCarta 3.0 score >20,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",85.46897667,621.7070129,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion matrix {ECO:0000305|PubMed:29211711}. Nucleus {ECO:0000269|PubMed:29211711}. Note=Mainly localizes in the mitochondrion. A small fraction localizes to the nucleus, where the 2-oxoglutarate dehydrogenase complex is required for histone succinylation. {ECO:0000269|PubMed:29211711}.",centriolar satellite [GO:0034451]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; oxoglutarate dehydrogenase complex [GO:0045252]
DNAJA3,mitochondria,MitoCarta 3.0 score >20,"DnaJ homolog subfamily A member 3, mitochondrial",101.9150343,278.4885256,Mitochondrion,mitochondria,mitochondrial matrix,"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion matrix. Cytoplasm, cytosol {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Recruited to the postsynaptic cell membrane of the neuromuscular junction through interaction with MUSK. {ECO:0000250}.",cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; intracellular membrane-bounded organelle [GO:0043231]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; postsynaptic membrane [GO:0045211]
DNAJC11,mitochondria,MitoCarta 3.0 score >20,DnaJ homolog subfamily C member 11,79.02873567,212.9572924,Mitochondrion,mitochondria,"mitochondrial inner membrane, mitochondrial intermembrane space","mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial matrix","Mitochondrion {ECO:0000269|PubMed:25997101}. Note=Isoforms show differential submitochondrial localization. A 57 kDa form (potentially isoform 3) shows either mitochondrial matrix or innermembrane (IM) localization, possibly anchored to the IM facing the matrix. A 35 kDa form behaved either as an inner membrane space (IMS) or an IM protein exposed to the IMS. {ECO:0000269|PubMed:25111180}.; [Isoform 1]: Mitochondrion outer membrane {ECO:0000269|PubMed:25111180}; Peripheral membrane protein {ECO:0000269|PubMed:25111180}.",MIB complex [GO:0140275]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; SAM complex [GO:0001401]
